,사업자등록번호,데이터수집일자,기업명,기업영문명,대표자명,종업원수,종업원수기준년월,산업분류코드,산업분류코드설명,기업규모,기업형태,업태명,설립일,이메일주소,전화번호,팩스전화번호,우편번호,주소,상세주보,휴폐업구분,상태발생일자,휴폐업수정일,CRI등급,CRI기준일,결산일자,매출액,영업이익,자본총계금액,부채총계금액,자산총계금액,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
9322,4178108926,20221022,화신**,,서**,35.0,2021-06,42311,일반전기 공사업,중소기업,일반,건 설 업,20000129,,061-691-3555,,,전라남도 여수시 봉계3길 51-12 (봉계동),,,,,B2,,,,,,,,I,20221104,,
9323,2298107526,20221022,양우**,,고광정외***,290.0,2022-04,41229,기타 토목 시설물 건설업,중견기업,외감,건 설 업,19890831,,02-2679-5200,,,서울 영등포구 영등포로35길 10 (영등포동6가),,,,,A3,,,,,,,,I,20221104,,
9324,1168100263,20221022,한국정***,,임**,240.0,2022-06,61299,그 외 기타 전기 통신업,중견기업,등록,정보통신업,19860509,,02-1600-1234,,,서울 중구 세종대로 39 (남대문로4가),,,,,A2,,,,,,,,I,20221104,,
9325,2138608310,20221022,코인스***,,장**,10.0,2021-04,42420,유리 및 창호 공사업,중소기업,일반,건 설 업,19950524,,02-571-8231,,,서울특별시 서초구 마방로6길 21 2층 (양재동),,,,,B2,,,,,,,,I,20221104,,
9326,4188106537,20221022,코아즈**,,정**,14.0,2019-03,42121,토공사업,중소기업,일반,건 설 업,20110224,,02-6737-0001,,,"서울특별시 금천구 가산디지털1로 165 208호 (가산동,가산비지니스센터)",,,,,C2,,,,,,,,I,20221104,,
9327,2118603833,20221022,블루**,,박**,30.0,2022-04,46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",중소기업,외감,도매 및 소매업,19990806,,02-567-8920,,,"서울 서초구 서초대로78길 5 12층 (서초동,대각빌딩)",,,,,B1,,,,,,,,I,20221104,,
9328,2208701121,20221022,이비즈네***,,박**,40.0,2021-12,58222,응용 소프트웨어 개발 및 공급업,중소기업,외감,정보통신업,20060418,,156--,,,"서울특별시 강남구 테헤란로82길 15 15층 (대치동,디아이타워)",,,,,B1,,,,,,,,I,20221104,,
9329,4568709682,20221022,빛가람***,,안승은외***,12.0,2021-04,42311,일반전기 공사업,중소기업,일반,건 설 업,20210106,,051-556-1645,,,"부산광역시 해운대구 센텀중앙로 90 1810호 (재송동,큐비이센텀)",,,,,B1,,,,,,,,I,20221104,,
9330,2068609753,20221022,플러스**,,한**,7.0,2022-06,58222,응용 소프트웨어 개발 및 공급업,중소기업,일반,정보통신업,20140207,,070-4105-0678,,,"서울 성동구 뚝섬로1길 31 804호 (성수동1가,서울숲엠타워)",,,,,C2,,,,,,,,I,20221104,,
9331,4548607870,20221022,보광산***,,최**,7.0,2022-07,41229,기타 토목 시설물 건설업,중소기업,일반,건 설 업,20170710,,02-805-8010,,,"서울특별시 금천구 시흥대로 158 405호 (시흥동,극동빌딩)",,,,,B2,,,,,,,,I,20221104,,
9332,4248709838,20221022,에이스엔지***,,한**,1.0,2022-07,42201,배관 및 냉ㆍ난방 공사업,중소기업,신설,건 설 업,20211006,,042-335-1006,,,"대전광역시 대덕구 대화로106번길 66 1025호 (대화동,펜타플렉스)",,,,,C2,,,,,,,,I,20221104,,
9333,4178809679,20221022,지**,,김**,8.0,2022-07,63120,포털 및 기타 인터넷 정보 매개 서비스업,중소기업,일반,정보통신업,20200228,,031-424-0498,,,"경기도 안양시 동안구 학의로 268 829호 (관양동,안양메가밸리)",,,,,C1,,,,,,,,I,20221104,,
9334,4158101418,20221022,원광**,,전**,40.0,2022-06,42310,전기 공사업,중소기업,일반,건 설 업,20040619,,061-537-1114,,,전남 해남군 해남읍 해남화산로 243 (백야리),,,,,B2,,,,,,,,I,20221104,,
9335,4148108594,20221022,신흥**,,사**,7.0,2019-03,42311,일반전기 공사업,중소기업,일반,건 설 업,19910101,,061-862-9595,,,전라남도 장흥군 장흥읍 흥성로 106 (건산리),,,,,B2,,,,,,,,I,20221104,,
9336,2208808161,20221022,성원**,,윤**,11.0,2021-05,42310,전기 공사업,중소기업,일반,건 설 업,20140327,,033-541-7811,,,강원도 삼척시 도계읍 늑구2길 18-33 (늑구리),,,,,C1,,,,,,,,I,20221104,,
9337,1268109814,20221022,제이**,,이**,22.0,2012-12,41110,주거용 건물 건설업,중소기업,일반,건 설 업,20031118,,,,,"서울 중구 퇴계로71길 34-2, 1층",,,,,C1,,,,,,,,I,20221104,,
9338,1218608348,20221022,로그인***,,김**,14.0,2021-05,58222,응용 소프트웨어 개발 및 공급업,중소기업,일반,정보통신업,20100520,,032-744-6000,,,인천광역시 중구 화랑목로 40-8 (운서동),,,,,B2,,,,,,,,I,20221104,,
9339,1148104625,20221022,유성씨**,,이**,6.0,2019-11,58221,시스템 소프트웨어 개발 및 공급업,중소기업,일반,정보통신업,19950626,,02-533-6660,,,서울특별시 서초구 방배천로26길 25 (방배동),,,,,A3,,,,,,,,I,20221104,,
9340,2068704101,20221022,이레정***,,이*,7.0,2019-03,58222,응용 소프트웨어 개발 및 공급업,중소기업,일반,정보통신업,20141124,,02-469-2582,,,"서울 성동구 성수일로 10 702호 703호 (성수동1가,서울숲아이티시티지식산업센터)",,,,,C2,,,,,,,,I,20221104,,
9341,1248609080,20221022,대흥**,,이**,17.0,2020-04,41220,토목시설물 건설업,중소기업,일반,건 설 업,20091104,,031-232-5833,,,"경기 화성시 병점동로 78 301호 (병점동,유진클라우스)",,,,,B1,,,,,,,,I,20221104,,
9342,4348606211,20221022,모아이***,,이*,103.0,2019-03,58211,유선 온라인 게임 소프트웨어 개발 및 공급업,중소기업,일반,정보통신업,20160324,,070-5102-5529,,,"서울 강남구 언주로30길 39 15층,18층 (도곡동,에스이아이타워)",,,,,A1,,,,,,,,I,20221104,,
9343,4418707385,20221022,메타**,,유**,16.0,2020-04,58222,응용 소프트웨어 개발 및 공급업,중소기업,일반,정보통신업,20170428,,02-1522-9746,,,서울특별시 강남구 논현로63길 71 (역삼동),,,,,C2,,,,,,,,I,20221104,,
9344,4138104442,20221022,금산씨**,,강창용외***,10.0,2019-09,42420,유리 및 창호 공사업,중소기업,일반,건 설 업,19981121,,062-373-8644,,,전라남도 나주시 동수농공단지길 99-17 (동수동),,,,,A3,,,,,,,,I,20221104,,
9345,6108104155,20221022,원진**,,김**,6.0,2021-05,42204,소방시설 공사업,중소기업,일반,건 설 업,20070501,,052-268-3982,,,울산 남구 돋질로416번길 11 (삼산동),,,,,C2,,,,,,,,I,20221104,,
9346,1208606182,20221022,엑스엘***,,송재경외***,480.0,2022-06,58211,유선 온라인 게임 소프트웨어 개발 및 공급업,대기업,외감,정보통신업,20030410,,031-789-3570,,,"경기 성남시 분당구 대왕판교로645번길 14 7층,8층 (삼평동,네오위즈판교타워)",,,,,B2,,,,,,,,I,20221104,,
9347,3138100360,20221022,대보**,,정**,553.0,2022-05,41229,기타 토목 시설물 건설업,중견기업,외감,건 설 업,19810623,,02-3016-9160,,,"경기 화성시 매송면 매송고색로375번길 5-1 2층 203호 (천천리,근생동)",,,,,A3,,,,,,,,I,20221104,,
9348,4138105787,20221022,혜림**,,손**,9.0,2020-04,42120,기반조성 관련 전문공사업,중소기업,일반,건 설 업,19960807,,062-672-2451,,,경남 산청군 신안면 원지강변로 113-4 (하정리),,,,,B1,,,,,,,,I,20221104,,
9349,4468709681,20221022,로아인텔***,,안용섭외***,17.0,2021-09,63991,데이터베이스 및 온라인정보 제공업,중소기업,일반,정보통신업,20190715,,02-538-1644,,,"서울특별시 강남구 테헤란로 503 12층 (삼성동,하이브로빌딩)",,,,,C3,,,,,,,,I,20221104,,
9350,1208700854,20221022,넥스트엔터테인먼***,,김**,42.0,2022-06,59130,"영화, 비디오물 및 방송프로그램 배급업",중견기업,등록,정보통신업,20080701,,02-3490-9300,,,서울 강남구 학동로9길 5 (논현동),,,,,B2,,,,,,,,I,20221104,,
9351,4268605335,20221022,이수**,,이**,2.0,2022-06,42110,건물 및 구축물 해체 공사업,중소기업,일반,건 설 업,20170621,,010-8789-2335,,,경상북도 문경시 중앙로 168 3층 (흥덕동),,,,,C1,,,,,,,,I,20221104,,
9352,4148109781,20221022,신영**,,오**,5.0,2020-04,41122,제조업 및 유사 산업용 건물 건설업,중소기업,일반,건 설 업,20171012,,041-533-6935,,,충청남도 아산시 음봉면 연암율금로295번길 64-4 (소동리),,,,,C3,,,,,,,,I,20221104,,
9353,2298101709,20221022,광혁**,,신**,99.0,2022-04,42120,기반조성 관련 전문공사업,중견기업,외감,건 설 업,19801025,,02-529-1177,,,"서울 서초구 바우뫼로 160 (양재동,현산빌딩)",,,,,B2,,,,,,,,I,20221104,,
9354,2098106186,20221022,아이디***,,김**,4.0,2019-03,58200,소프트웨어 개발 및 공급업,중소기업,일반,정보통신업,20120830,,02-567-3885,,,"서울 서초구 성촌1길 26 4층 401호 (우면동,삼성프라자1)",,,,,C3,,,,,,,,I,20221104,,
9355,1208508642,20221022,메가박***,,홍**,270.0,2008-03,59141,영화관 운영업,중견기업,외감,정보통신업,19991116,,02-3218-5500,,, ,,,,,B2,,,,,,,,I,20221104,,
9356,2288106018,20221022,강원**,,김**,10.0,2019-03,41220,토목시설물 건설업,중소기업,일반,건 설 업,19880323,,033-553-9700,,,강원도 태백시 버들치길 6 (소도동),,,,,B1,,,,,,,,I,20221104,,
9357,1258109121,20221022,성원**,,우**,6.0,2019-03,42132,콘크리트 및 철근 공사업,중소기업,일반,건 설 업,20080806,,033-572-1812,,,강원 삼척시 오십천로 461 2층 (남양동),,,,,C3,,,,,,,,I,20221104,,
9358,1198603462,20221022,경원**,,조**,13.0,2021-03,42311,일반전기 공사업,중소기업,일반,건 설 업,20090212,,02-831-2666,,,서울특별시 양천구 월정로 22 3층 (신월동),,,,,B1,,,,,,,,I,20221104,,
9359,1178106852,20221022,영*,,신**,3.0,2016-11,42121,토공사업,중소기업,일반,건 설 업,20131108,,02-2699-8405,,,"서울특별시 양천구 곰달래로5길 17, 301호 (신월동,신월프라자)",,,,,C3,,,,,,,,I,20221104,,
9360,2078104491,20221022,금강종***,,김**,122.0,2022-09,41112,아파트 건설업,중소기업,외감,건 설 업,19961020,,031-297-4642,,,"경기도 용인시 수지구 현암로 144 503호 (죽전동,우곡프라자)",,,,,A3,,,,,,,,I,20221104,,
9361,4188103621,20221022,해온**,,최**,5.0,2019-03,41229,기타 토목 시설물 건설업,중소기업,일반,건 설 업,20130819,,054-332-1215,,,경상북도 영천시 망정로 38 (망정동),,,,,B1,,,,,,,,I,20221104,,
9362,2148708825,20221022,제론헬***,,김**,15.0,2010-12,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반,정보통신업,20050908,,02-3663-8424,,,"서울특별시 구로구 디지털로34길 27 1201호 (구로동,대륭포스트타워3차)",,,,,A3,,,,,,,,I,20221104,,
9363,2208101497,20221022,일진유***,,김**,124.0,2021-12,42420,유리 및 창호 공사업,중견기업,외감,건 설 업,19830913,,02-6353-0031,,,"서울 강남구 영동대로 333 7층 (대치동,동원빌딩)",,,,,B1,,,,,,,,I,20221104,,
9364,1208704992,20221022,네모커**,,이**,43.0,2022-03,58200,소프트웨어 개발 및 공급업,중견기업,일반,정보통신업,20090701,,031-606-8500,,,"경기 성남시 분당구 황새울로359번길 7 5층 (서현동,경림빌딩)",,,,,C1,,,,,,,,I,20221104,,
9365,2128605799,20221022,다이브***,,김**,4.0,2019-03,63120,포털 및 기타 인터넷 정보 매개 서비스업,중소기업,일반,정보통신업,20140808,,02-473-0267,,,"경기도 남양주시 다산중앙로19번길 25-23 524호 (다산동,다산진건블루웨일지식산업센터2차)",,,,,C2,,,,,,,,I,20221104,,
9366,4588702304,20221022,모아**,,이**,18.0,2022-07,58222,응용 소프트웨어 개발 및 공급업,중소기업,일반,정보통신업,20190220,,070-8809-5125,,,서울 서초구 태봉로 114 6층 (우면동),,,,,B3,,,,,,,,I,20221104,,
9367,4368709574,20221022,유진**,,이**,11.0,2022-06,42310,전기 공사업,중소기업,일반,건 설 업,20180829,,041-742-9581,,,충남 논산시 은진면 안심로277번길 30-11 (토양리),,,,,B2,,,,,,,,I,20221104,,
9368,1228701930,20221022,제일**,,김**,1.0,2020-04,41229,기타 토목 시설물 건설업,중소기업,일반,건 설 업,20181127,,043-857-4575,,,충청북도 충주시 칠금3길 27 (교현동),,,,,C3,,,,,,,,I,20221104,,
9369,1248100541,20221022,선우엔지***,,김**,35.0,2019-03,41000,종합 건설업,중소기업,일반,건 설 업,20010726,,031-478-3735,,,"경기도 안양시 동안구 흥안대로 415 426호 (평촌동,두산벤처다임)",,,,,B1,,,,,,,,I,20221104,,
9370,6118108886,20221022,신성**,,박**,4.0,2019-03,41220,토목시설물 건설업,중소기업,일반,건 설 업,19690408,,055-931-3789,,,"제주도 제주시 노연로 62 지하1층 (연동,신성오피스텔)",,,,,B2,,,,,,,,I,20221104,,
9371,1268600147,20221022,우*,,이**,1.0,2016-04,41229,기타 토목 시설물 건설업,중소기업,일반,건 설 업,20120127,,02-524-4420,,,경기도 김포시 운양로56번길 79 (운양동),,,,,C2,,,,,,,,I,20221104,,
9372,2208106126,20221022,성보건***,,피**,92.0,2022-05,41100,건물 건설업,중소기업,외감,건 설 업,19670707,,02-2283-1437,,,"경기 고양시 덕양구 은빛로 53 706호 (화정동,코스미온빌)",,,,,A3,,,,,,,,I,20221104,,
9373,1188803386,20221022,라온**,,하**,2.0,2022-07,58222,응용 소프트웨어 개발 및 공급업,중소기업,일반,정보통신업,20181029,,070-4245-5025,,,"경기도 성남시 분당구 매화로 51 302-3에스 (야탑동,로즈프라자)",,,,,C3,,,,,,,,I,20221104,,
9374,4238108685,20221022,세진**,,전**,6.0,2020-04,41229,기타 토목 시설물 건설업,중소기업,일반,건 설 업,20180426,,042-484-0430,,,대전 유성구 학하서로 156-17 2층 (덕명동),,,,,B2,,,,,,,,I,20221104,,
9375,2278106676,20221022,강원**,,강**,20.0,2022-05,41220,토목시설물 건설업,중소기업,일반,건 설 업,19920617,,033-631-8890,,,강원 고성군 토성면 잼버리동로 593-13 (용촌리),,,,,B1,,,,,,,,I,20221104,,
9376,1138606262,20221022,지후소**,,김**,14.0,2019-03,58222,응용 소프트웨어 개발 및 공급업,중소기업,일반,정보통신업,20130401,,02-2038-8064,,,"서울 영등포구 경인로 775 2동 809호 (문래동3가,에이스하이테크시티)",,,,,C2,,,,,,,,I,20221104,,
9377,2118804582,20221022,파란불에길***,,김**,7.0,2022-01,59113,광고 영화 및 비디오물 제작업,중소기업,외감,정보통신업,20090701,,02-518-3415,,,서울특별시 강남구 선릉로121길 13 (논현동),,,,,B2,,,,,,,,I,20221104,,
9378,4128106487,20221022,지산종***,,양**,6.0,2019-03,41220,토목시설물 건설업,중소기업,일반,건 설 업,20041018,,064-764-6699,,,제주도 서귀포시 동홍로 300 (토평동),,,,,A3,,,,,,,,I,20221104,,
9379,2248101082,20221022,에이스엔지***,,김**,23.0,2022-03,42139,기타 옥외 시설물 축조관련 전문공사업,중소기업,일반,건 설 업,20050530,,031-247-9030,,,"경기 수원시 장안구 서부로 2185 2층 (율전동,초인빌딩)",,,,,B2,,,,,,,,I,20221104,,
9380,4328805743,20221022,넷플**,,손**,6.0,2020-04,58222,응용 소프트웨어 개발 및 공급업,중소기업,일반,정보통신업,20150625,,055-329-7335,,,"경상남도 김해시 번화1로44번길 12 301호 (대청동,위드쓰리빌딩)",,,,,C2,,,,,,,,I,20221104,,
9381,2208706379,20221022,아이지**,,조**,467.0,2021-12,58211,유선 온라인 게임 소프트웨어 개발 및 공급업,대기업,외감,정보통신업,20050301,,02-2271-8800,,,"서울특별시 영등포구 문래로28길 25 6층 일부, 7층, 8층 일부 (문래동3가,엔타워)",,,,,A3,,,,,,,,I,20221104,,
9382,4228809757,20221022,이수이**,,곽**,7.0,2021-12,42137,비계 및 형틀 공사업,중소기업,외감,건 설 업,20160330,,02-323-3111,,,경기도 여주시 점동면 점동로 369 (사곡리),,,,,B1,,,,,,,,I,20221104,,
9383,2118808768,20221022,블루클***,,권**,15.0,2018-06,58211,유선 온라인 게임 소프트웨어 개발 및 공급업,중소기업,일반,정보통신업,20100624,,02-857-1104,,,"서울특별시 구로구 중앙로 18 703호 (고척동,고척헤리움더원)",,,,,C1,,,,,,,,I,20221104,,
9384,4308807705,20221022,미르**,,박**,11.0,2021-08,42130,시설물 축조 관련 전문공사업,중소기업,일반,건 설 업,20180309,,054-475-7761,,,경상북도 구미시 수출대로14길 23 (임수동),,,,,B2,,,,,,,,I,20221104,,
9385,4618806114,20221022,에이시**,,김**,,,41229,기타 토목 시설물 건설업,중소기업,일반,건 설 업,20190801,,,,,"경기 파주시 금정로 84, 327호 (금촌동,금촌시장)",,,,,C2,,,,,,,,I,20221104,,
9386,2118801604,20221022,아이디알***,,송**,14.0,2019-03,58221,시스템 소프트웨어 개발 및 공급업,중소기업,일반,정보통신업,20100630,,02-6925-0602,,,"서울특별시 영등포구 양평로22길 21 8층 에이813호, 814호 (양평동5가,선유도코오롱디지털타워)",,,,,C2,,,,,,,,I,20221104,,
9387,4398706856,20221022,하나테크***,,인**,8.0,2022-03,42410,"도장, 도배 및 내장 공사업",중소기업,일반,건 설 업,20160218,,02-581-5071,,,"서울 서초구 효령로68길 66 201호 (서초동,대광빌딩)",,,,,B2,,,,,,,,I,20221104,,
9388,4178109191,20221022,건영**,,김**,39.0,2019-03,42312,내부 전기배선 공사업,중소기업,일반,건 설 업,20000331,,061-683-3509,,,전라남도 여수시 여수산단2로 15 (주삼동),,,,,A3,,,,,,,,I,20221104,,
9389,1228601103,20221022,투비시**,,최**,5.0,2019-03,58222,응용 소프트웨어 개발 및 공급업,중소기업,일반,정보통신업,20140509,,032-546-9813,,,"인천광역시 부평구 주부토로 236 C동 1012호 (갈산동,인천테크노밸리유1센터)",,,,,C2,,,,,,,,I,20221104,,
9390,2298107731,20221022,다올이**,,손**,136.0,2022-04,42132,콘크리트 및 철근 공사업,중소기업,외감,건 설 업,19820810,,02-553-8200,,,"서울 강동구 상일로6길 51 9층-10층 (상일동,다올빌딩)",,,,,B1,,,,,,,,I,20221104,,
9391,1218104684,20221022,티에스**,,박**,7.0,2021-11,42121,토공사업,중소기업,일반,건 설 업,20020118,,032-323-4532,,,"인천광역시 서구 청라에메랄드로102번길 8-12 604호 (청라동,아이케이비즈센터)",,,,,B3,,,,,,,,I,20221104,,
9392,1238609537,20221022,유비스**,,서**,5.0,2019-03,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건 설 업,20100701,,154--,,,"경기도 안양시 동안구 벌말로 126 1812호 (관양동,평촌오비즈타워)",,,,,B3,,,,,,,,I,20221104,,
9393,2138600362,20221022,엔지스테크***,,박**,44.0,2022-07,58222,응용 소프트웨어 개발 및 공급업,중소기업,코스닥관리,정보통신업,19980901,,02-1522-9060,,,"서울 성동구 왕십리로 58 501동 505호 (성수동1가,포휴)",,,,,C3,,,,,,,,I,20221104,,
9394,1248106965,20221022,유창종***,,김**,15.0,2019-03,42120,기반조성 관련 전문공사업,중소기업,일반,건 설 업,20010308,,031-711-5142,,,"광주광역시 광산구 어등대로 420 2층 202호 (선암동,정홍빌딩)",,,,,B2,,,,,,,,I,20221104,,
9395,1198104295,20221022,서우건***,,이**,81.0,2022-03,42311,일반전기 공사업,중소기업,외감,건 설 업,19941017,,02-8083-9835,,,서울특별시 금천구 시흥대로63길 60 (시흥동),,,,,A3,,,,,,,,I,20221104,,
9396,4608108417,20221022,제이**,,박**,7.0,2021-12,41111,단독 주택 건설업,중소기업,외감,건 설 업,20160929,,02-549-0057,,,"서울 성동구 독서당로 187 상가 401호 (옥수동,옥수동극동)",,,,,C1,,,,,,,,I,20221104,,
9397,1208603640,20221022,더블유피솔***,,이**,11.0,2019-03,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반,정보통신업,20020819,,02-7845-7312,,,"서울특별시 구로구 디지털로33길 27, 1209호 (구로동,삼성아이티밸리)",,,,,B1,,,,,,,,I,20221104,,
9398,2148600581,20221022,한국전***,,신**,94.0,2022-06,58222,응용 소프트웨어 개발 및 공급업,중소기업,등록,정보통신업,19990317,,02-3019-5646,,,"서울 서초구 서초대로 320 7층 (서초동,하림빌딩)",,,,,A3,,,,,,,,I,20221104,,
9399,2118604573,20221022,대명종***,,김시병외***,70.0,2022-04,41110,주거용 건물 건설업,중소기업,외감,건 설 업,20000425,,02-2191-5500,,,서울 강남구 테헤란로 510 (대치동),,,,,B2,,,,,,,,I,20221104,,
9400,1168109438,20221022,에스에이피***,,박메리신외***,429.0,2021-12,58222,응용 소프트웨어 개발 및 공급업,중견기업,외감,정보통신업,19951013,,02-2194-2400,,,서울특별시 강남구 남부순환로 2806 (도곡동),,,,,A3,,,,,,,,I,20221104,,
9401,1228102732,20221022,서진엔지***,,박**,3.0,2019-03,42201,배관 및 냉ㆍ난방 공사업,중소기업,일반,건 설 업,19980702,,032-519-0802,,,경기도 시흥시 문화마을로16번길 51-12 (대야동),,,,,A2,,,,,,,,I,20221104,,
9402,4178102444,20221022,성창이**,,김**,24.0,2021-12,42202,건물용 기계·장비 설치 공사업,중견기업,외감,건 설 업,19900129,,061-755-5421,,,전라남도 순천시 현남길 8 2층 (왕지동),,,,,C3,,,,,,,,I,20221104,,
9403,1218107235,20221022,아이피**,,신**,7.0,2018-11,41220,토목시설물 건설업,중소기업,일반,건 설 업,20061113,,070-5102-5800,,,충청남도 태안군 태안읍 시장6길 46 (동문리),,,,,C1,,,,,,,,I,20221104,,
9404,1168100027,20221022,디*,,전**,51.0,2022-06,41225,산업생산시설 종합건설업,대기업,유가증권시장,건 설 업,19391010,,02-2011-7114,,,서울특별시 종로구 통일로 134 (평동),,,,,A2,,,,,,,,I,20221104,,
9405,2158100539,20221022,크리스**,,최**,198.0,2022-03,58222,응용 소프트웨어 개발 및 공급업,중소기업,외감,정보통신업,20000920,,070-7017-6700,,,"서울특별시 송파구 법원로11길 25 B동 1001호 (문정동,에이치비지니스파크)",,,,,A2,,,,,,,,I,20221104,,
9406,1168107985,20221022,케이아이에스정***,,김**,292.0,2021-12,61299,그 외 기타 전기 통신업,중견기업,외감,정보통신업,19930401,,02-1599-3700,,,"서울 구로구 새말로 97 센터포인트웨스트 사무동 22층, 23층 (구로동,신도림테크노마트)",,,,,A2,,,,,,,,I,20221104,,
9407,2248105652,20221022,성원산***,,김**,11.0,2020-04,41220,토목시설물 건설업,중소기업,일반,건 설 업,20010130,,053-381-7545,,,"경상북도 영양군 영양읍 석영로 1419 3층 (서부리,케이티영양빌딩)",,,,,B2,,,,,,,,I,20221104,,
9408,1238609186,20221022,동인종***,,김**,17.0,2019-03,41120,비주거용 건물 건설업,중소기업,일반,건 설 업,20090925,,031-471-4794,,,"경기도 안양시 만안구 경수대로 1187 502호 (안양동,평화빌딩)",,,,,B2,,,,,,,,I,20221104,,
9409,4298808773,20221022,시온도***,,이**,1.0,2020-04,42411,도장 공사업,중소기업,일반,건 설 업,20170501,,031-202-0477,,,경기도 용인시 처인구 원삼면 죽양대로 1731-4 (좌항리),,,,,C3,,,,,,,,I,20221104,,
9410,1218108347,20221022,대명**,,송**,21.0,2021-12,42491,"미장, 타일 및 방수 공사업",중소기업,외감,건 설 업,20080104,,032-261-3700,,,인천광역시 미추홀구 한나루로 448 (학익동),,,,,B1,,,,,,,,I,20221104,,
9411,1148100247,20221022,한신**,,선홍규외***,1015.0,2022-06,41100,건물 건설업,중견기업,유가증권시장,건 설 업,19670224,,02-3393-3114,,,경기 용인시 처인구 백암면 덕평로 82 (백암리),,,,,A3,,,,,,,,I,20221104,,
9412,1218102828,20221022,대일코**,,장**,28.0,2019-07,42310,전기 공사업,중소기업,일반,건 설 업,20070206,,032-773-8111,,,"인천 미추홀구 염전로168번길 28 A동 1604호 (도화동,도화두손지젤시티)",,,,,C1,,,,,,,,I,20221104,,
9413,1168104273,20221022,경남**,,박**,358.0,2022-06,41112,아파트 건설업,대기업,외감,건 설 업,19510829,,02-2210-0500,,,충남 아산시 청운로176번길 25 2층 (권곡동),,,,,A3,,,,,,,,I,20221104,,
9414,1238600291,20221022,대성**,,전**,9.0,2019-03,42412,"도배, 실내 장식 및 내장 목공사업",중소기업,일반,건 설 업,20110114,,031-444-9636,,,경기도 안양시 동안구 관악대로374번길 12 306호 (관양동),,,,,C1,,,,,,,,I,20221104,,
9415,2138704486,20221022,엠제이**,,이**,8.0,2021-06,63120,포털 및 기타 인터넷 정보 매개 서비스업,중소기업,일반,정보통신업,20150406,,02-853-2800,,,"서울 구로구 디지털로33길 11 406호 (구로동,에이스테크노타워8차)",,,,,B1,,,,,,,,I,20221104,,
9416,2268109661,20221022,명성**,,최**,6.0,2022-08,42132,콘크리트 및 철근 공사업,중소기업,일반,건 설 업,19990305,,033-647-9800,,,강원도 강릉시 경강로2223번길 3 (포남동),,,,,B2,,,,,,,,I,20221104,,
9417,1248600333,20221022,네오바**,,유**,6.0,2019-03,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반,정보통신업,20021230,,031-202-0018,,,"경기 수원시 영통구 덕영대로1556번길 16, E동 1104호 (영통동,디지털엠파이어)",,,,,C2,,,,,,,,I,20221104,,
9418,4168106436,20221022,세움**,,박**,9.0,2019-03,42132,콘크리트 및 철근 공사업,중소기업,일반,건 설 업,20020529,,043-646-0068,,,충북 옥천군 옥천읍 청풍로 161-178 (가풍리),,,,,C2,,,,,,,,I,20221104,,
9419,2218107903,20221022,지에스네***,,윤동철외***,17.0,2020-04,42134,포장 공사업,중소기업,일반,건 설 업,19900503,,033-255-2700,,,강원도 춘천시 퇴계농공로 108 (퇴계동),,,,,A3,,,,,,,,I,20221104,,
9420,1208601438,20221022,아름누리***,,김**,27.0,2022-03,58221,시스템 소프트웨어 개발 및 공급업,중소기업,일반,정보통신업,20030401,,02-522-1911,,,"경기 용인시 수지구 신수로 767 A동 610호, 611호 (동천동,분당수지유타워지식산업센터)",,,,,B2,,,,,,,,I,20221104,,
9421,2208107451,20221022,신이야종***,,안**,7.0,2019-03,41120,비주거용 건물 건설업,중소기업,일반,건 설 업,20060207,,031-8015-4624,,,경기도 화성시 노작로3길 3 (반송동),,,,,B2,,,,,,,,I,20221104,,
9422,4158107551,20221022,명광종***,,김**,6.0,2019-03,41220,토목시설물 건설업,중소기업,일반,건 설 업,20050310,,061-555-0988,,,전라남도 완도군 노화읍 양하길 17 (신양리),,,,,B1,,,,,,,,I,20221104,,
9423,1208800029,20221022,비바리퍼***,,이**,668.0,2022-03,62010,컴퓨터 프로그래밍 서비스업,중소기업,외감,정보통신업,20130423,,02-566-7016,,,"서울 강남구 테헤란로 142 12층 (역삼동,아크플레이스)",,,,,B3,,,,,,,,I,20221104,,
9424,1248102966,20221022,글로**,,이*,119.0,2021-12,42310,전기 공사업,중견기업,외감,건 설 업,19981119,,041-529-0800,,,충남 천안시 서북구 입장면 연곡길 392 (가산리),,,,,A3,,,,,,,,I,20221104,,
9425,1248107564,20221022,드림하***,,김**,28.0,2022-04,58221,시스템 소프트웨어 개발 및 공급업,중소기업,일반,정보통신업,20000922,,031-206-6966,,,"경기 수원시 영통구 덕영대로1556번길 16 E동 801호 (영통동,디지털엠파이어빌딩)",,,,,B2,,,,,,,,I,20221104,,
9426,2248106983,20221022,대성에**,,권**,9.0,2022-01,42499,그 외 기타 건축 마무리 공사업,중소기업,일반,건 설 업,20050118,,033-748-8400,,,강원 원주시 북원로2685번길 33 (태장동),,,,,B2,,,,,,,,I,20221104,,
