,사업자등록번호,데이터수집일자,기업명,대표자명,전화번호,팩스전화번호,우편번호,주소,상세주소,기업형태,기업규모,공기업구분,산업분류코드,산업분류코드설명,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
8551,5768604698,20221022,디자인**,손**,02-6358-4874,,,"서울 마포구 마포대로1길 26 2층 (용강동,운주빌딩)",,일반,중소기업,,42400,실내건축 및 건축마무리 공사업,I,20221104,,
8552,1968603655,20221022,코리아***,남**,070-4042-5211,,,"인천광역시 부평구 길주로 639 1002호 (삼산동,현대아이프라자)",,일반,중소기업,,58222,응용 소프트웨어 개발 및 공급업,I,20221104,,
8553,2718602640,20221022,금성에***,김**,043-854-2388,,,충북 충주시 칠금12길 37-1 2층 (칠금동),,일반,중소기업,,42321,일반 통신 공사업,I,20221104,,
8554,2058806175,20221022,엠트리아***,김**,02-786-3770,,,"서울 마포구 마포대로 109 101동 1802호 (공덕동,롯데캐슬프레지던트)",,일반,중소기업,,71310,광고 대행업,I,20221104,,
8555,1098104872,20221022,이룸지**,정**,02-6925-0560,,,"서울특별시 마포구 동교로 191 5층 501호 (동교동,디비엠빌딩)",,일반,중소기업,,30310,자동차 엔진용 신품 부품 제조업,I,20221104,,
8556,1148609615,20221022,펜타브**,김영진외***,02-6911-5555,,,"서울 서초구 서운로26길 9 (서초동,펜타타워)",,외감,중소기업,,71310,광고 대행업,I,20221104,,
8557,1178104194,20221022,프로덕션***,김**,02-2168-2353,,,"서울특별시 영등포구 양평로 157 1307호,1308호 (양평동5가,선유도투웨니퍼스트밸리)",,일반,중소기업,,59114,방송 프로그램 제작업,I,20221104,,
8558,2068604658,20221022,더**,황**,02-469-3895,,,서울특별시 마포구 만리재옛길 36 306호 (신공덕동),,일반,중소기업,,71530,경영 컨설팅 및 공공 관계 서비스업,I,20221104,,
8559,1028207229,20221022,녹색교***,정**,02-744-4855,,,"서울특별시 마포구 월드컵로26길 39 4층 (성산동,시민공간나루)",,일반,기타(비영리법인),,94930,시민운동 단체,I,20221104,,
8560,1358606451,20221022,엠엔씨***,이**,031-267-0496,,,"경기 수원시 영통구 덕영대로1556번길 16 A동 1302호 (영통동,디지털엠파이어빌딩)",,일반,중소기업,,46522,통신·방송장비 및 부품 도매업,I,20221104,,
8561,1168100026,20221022,엑스퍼트***,김**,02-2152-3810,,,"서울특별시 송파구 중대로 121 2층 (가락동,롯데캐슬파인힐)",,외감,중소기업,,85650,직원훈련기관,I,20221104,,
8562,1058809896,20221022,알*,안**,02-6356-5000,,,"서울특별시 서대문구 충정로 53 1802호 (충정로2가,골든타워빌딩)",,일반,중소기업,,75992,"전시, 컨벤션 및 행사 대행업",I,20221104,,
8563,2118607909,20221022,우퍼디**,한**,02-3476-2995,,,서울특별시 마포구 월드컵북로4길 29 (동교동),,일반,중소기업,,73200,전문 디자인업,I,20221104,,
8564,2158709992,20221022,엠코**,김**,070-7853-3130,,,"서울특별시 송파구 법원로 128 비동 620호,619,618,지하313호 (문정동,문정에스케이 브이원 지엘 메트로시)",,일반,중소기업,,46522,통신·방송장비 및 부품 도매업,I,20221104,,
8565,7478106349,20221022,스튜디오***,김영규외***,02-371-8064,,,"서울 마포구 매봉산로 75 17층 1701호 (상암동,디디엠씨(DDMC))",,등록,대기업,,59114,방송 프로그램 제작업,I,20221104,,
8566,2368807833,20221022,지케이**,박**,010-9223-0644,,,"서울 마포구 양화로 64 8층 LS-810호 (서교동,서교제일빌딩)",,일반,중소기업,,71531,경영컨설팅업,I,20221104,,
8567,1198606700,20221022,디자인**,황**,02-2143-5800,,,"서울특별시 서초구 매헌로 16 13층 1312호 (양재동,하이브랜드)",,일반,중소기업,,58222,응용 소프트웨어 개발 및 공급업,I,20221104,,
8568,5518703024,20221022,에프투**,정**,031-348-1040,,,"경기도 군포시 고래들길 56 5층 503호 (당정동,금봉테크노벨리)",,일반,중소기업,,26410,유선 통신장비 제조업,I,20221104,,
8569,1058501221,20221022,다산**,김**,070-7606-7400,,,서울 마포구 독막로3길 39 (서교동),,일반,중소기업,,58000,출판업,I,20221104,,
8570,2038104158,20221022,주성디***,김**,02-752-9688,,,"서울 마포구 동교로 162-10 6층,7층 (서교동)",,일반,중소기업,,42412,"도배, 실내 장식 및 내장 목공사업",I,20221104,,
8571,1178107210,20221022,지에스**,오**,02-3141-5183,,,"경기도 고양시 덕양구 향기로 123 603호 (향동동,센타프라자)",,일반,중소기업,,42201,배관 및 냉ㆍ난방 공사업,I,20221104,,
8572,2148802973,20221022,지엔피**,황**,02-6203-1532,,,경기도 파주시 직지길 250 별관 2층 (문발동),,일반,중소기업,,18129,기타 인쇄관련 산업,I,20221104,,
8573,1348707124,20221022,에이치아이***,유**,070-4754-1919,,,경기도 안산시 단원구 범지기로 48 가동 (목내동),,일반,중소기업,,26410,유선 통신장비 제조업,I,20221104,,
8574,2958603990,20221022,더숲디**,하**,02-719-9381,,,"서울 마포구 마포대로 127 803호, 1010호 (공덕동,풍림브이아이피텔)",,일반,중소기업,,42121,토공사업,I,20221104,,
8575,5368802445,20221022,진스네***,이**,02-338-3330,,,"서울특별시 영등포구 양평로 157 412호 (양평동5가,선유도투웨니퍼스트밸리)",,일반,중소기업,,13999,그 외 기타 분류 안된 섬유제품 제조업,I,20221104,,
8576,3928708745,20221022,아보**,변**,02-883-9697,,,"서울 마포구 마포대로 38 A동 9층 907호 (도화동,일신빌딩)",,일반,중소기업,,59112,애니메이션 영화 및 비디오물 제작업,I,20221104,,
8577,1058707843,20221022,시영디**,안**,02-333-9832,,,"서울 마포구 와우산로 62 3층 (상수동,삼애빌딩)",,일반,중소기업,,42410,"도장, 도배 및 내장 공사업",I,20221104,,
8578,5468603106,20221022,퍼블**,권**,02-6951-5753,,,"서울특별시 영등포구 선유로49길 17 5층 (양평동4가,부윤빌딩)",,일반,중소기업,,63120,포털 및 기타 인터넷 정보 매개 서비스업,I,20221104,,
8579,1058709922,20221022,헬로**,윤**,02-324-4090,,,서울특별시 용산구 이태원로 200 4층 (이태원동),,일반,중소기업,,47911,전자상거래 소매 중개업,I,20221104,,
8580,6048106300,20221022,체인파***,표**,010-6399-5432,,,"서울특별시 강남구 도산대로57길 8 5층 (청담동,승원빌딩)",,일반,중소기업,,63120,포털 및 기타 인터넷 정보 매개 서비스업,I,20221104,,
8581,1058608629,20221022,케이더블유인터***,이**,02-3143-6868,,,"서울특별시 마포구 양화로11길 56 2층 (서교동,영창빌딩)",,일반,중소기업,,52991,통관 대리 및 관련 서비스업,I,20221104,,
8582,2218103837,20221022,윌**,박**,032-573-2612,,,"인천 연수구 컨벤시아대로 90 502동 1006호 (송도동,인천송도힐스테이트)",,일반,중소기업,,46451,"생활용 포장 및 위생 용품, 봉투 및 유사 제품 도매업",I,20221104,,
8583,2048600568,20221022,두꺼비**,유**,070-4047-7532,,,"서울특별시 구로구 디지털로 300 15층 (구로동,지밸리비즈플라자)",,일반,중소기업,,47911,전자상거래 소매 중개업,I,20221104,,
8584,2148607618,20221022,이커머***,최**,02-6388-6210,,,"서울특별시 마포구 성암로 330 519호 (상암동,디엠씨첨단산업센터)",,일반,중소기업,,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업,I,20221104,,
8585,1068609611,20221022,써먼디**,김**,070-7619-3600,,,"경기도 파주시 회동길 209 3층 301호 (문발동,지구문화사빌딩)",,일반,중소기업,,46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",I,20221104,,
8586,1208707200,20221022,예*,이**,02-556-7721,,,"서울특별시 마포구 독막로 101 802호 (상수동,비알엘리텔)",,일반,중소기업,,42412,"도배, 실내 장식 및 내장 목공사업",I,20221104,,
8587,1308702348,20221022,피플벤**,현**,070-4048-8787,,,"서울 마포구 성암로 330 621호 (상암동,DMC첨단산업센터)",,외감,중소기업,,58000,출판업,I,20221104,,
8588,3908701051,20221022,벤타브**,전**,02-2132-5554,,,"서울특별시 마포구 월드컵북로 396 1010호 (상암동,누리꿈스퀘어)",,일반,중소기업,,70209,기타 인문 및 사회과학 연구개발업,I,20221104,,
8589,1058604700,20221022,경림이**,김**,02-3141-1125,,,서울 마포구 동교로23길 32-8 (동교동),,일반,중소기업,,26420,방송 및 무선 통신장비 제조업,I,20221104,,
8590,1118106907,20221022,아시안**,이**,02-325-2121,,,"서울특별시 마포구 동교로23길 10 5층 1호 (동교동,씨에이엘엠빌딩)",,외감,중소기업,,46592,의료기기 도매업,I,20221104,,
8591,4098600677,20221022,하이솔**,홍**,062-972-2052,,,광주 북구 첨단벤처소로37번길 45 (월출동),,일반,중소기업,,26410,유선 통신장비 제조업,I,20221104,,
8592,1098607559,20221022,이엘미디어***,강**,070-5055-3343,,,"서울특별시 마포구 월드컵북로 402 4층 (상암동,케이지아이티센터)",,일반,중소기업,,59114,방송 프로그램 제작업,I,20221104,,
8593,1138606430,20221022,와이에스씨***,안**,02-6013-9318,,,"서울특별시 구로구 부광로 96-5 제지하1층 제비106호, 제비107호 (항동,에이스캠프지식산업센터)",,일반,중소기업,,46522,통신·방송장비 및 부품 도매업,I,20221104,,
8594,1108109383,20221022,에스에프***,정*,02-6111-6444,,,서울특별시 강남구 선릉로112길 84 (삼성동),,일반,중소기업,,58211,유선 온라인 게임 소프트웨어 개발 및 공급업,I,20221104,,
8595,8808709258,20221022,웨*,강**,02-8638-6318,,,서울 마포구 잔다리로6길 23 4층 (서교동),,일반,중소기업,,59111,일반 영화 및 비디오물 제작업,I,20221104,,
8596,1068105625,20221022,워**,최**,02-3276-8008,,,"서울특별시 마포구 백범로 199 716호 (신공덕동,메트로디오빌)",,일반,중소기업,,75120,인력 공급업,I,20221104,,
8597,2208608812,20221022,에스텍컨설***,정**,02-717-5784,,,"서울 마포구 신수로 52 302호 (신수동,전국재해대책위원회재해대책회관)",,일반,중소기업,,72121,건물 및 토목엔지니어링 서비스업,I,20221104,,
8598,7958708472,20221022,동네정**,김**,070-4189-5522,,,"서울특별시 마포구 성미산로17길 79 1층 (연남동,서울공공주택연남동희망원룸)",,일반,중소기업,,56194,김밥 및 기타 간이 음식점업,I,20221104,,
8599,2648101658,20221022,코어라인***,김진국외***,02-571-7321,,,"서울특별시 마포구 월드컵북로6길 49 4층, 5층 (연남동)",,일반,중소기업,,58222,응용 소프트웨어 개발 및 공급업,I,20221104,,
8600,2918606445,20221022,봄블룸봄온더***,한**,02-333-7496,,,"서울특별시 영등포구 양산로 91 116호, 117호, 118호 (당산동3가,리드원센터)",,일반,중소기업,,71310,광고 대행업,I,20221104,,
8601,5488601227,20221022,디자인***,유**,063-902-0414,,,세종 나성로 33-6 5층 503-2호 (나성동),,일반,중소기업,,58222,응용 소프트웨어 개발 및 공급업,I,20221104,,
8602,8738603876,20221022,아르간스***,이**,02-313-7893,,,"서울특별시 마포구 마포대로 15 503호, 1009호 (마포동,현대빌딩)",,일반,중소기업,,46329,기타 가공식품 도매업,I,20221104,,
8603,1058706946,20221022,홈**,김석기외 ***,02-706-1793,,,"서울 마포구 마포대로24길 5-1 202호 (아현동,자인빌)",,일반,중소기업,,46621,배관 및 냉ㆍ난방장치 도매업,I,20221104,,
8604,2068604457,20221022,유비케이***,박**,02-566-3369,,,서울특별시 강남구 광평로42길 14 (수서동),,외감,중소기업,,76292,의류 임대업,I,20221104,,
8605,7978809559,20221022,아현현대***,신**,02-364-6188,,,서울특별시 마포구 마포대로 211-1 (아현동),,일반,중소기업,,95212,자동차 전문 수리업,I,20221104,,
8606,1868707361,20221022,소담정***,주*,02-807-9882,,,"서울특별시 마포구 동교로 134 3층 (서교동,미진빌딩)",,일반,중소기업,,58222,응용 소프트웨어 개발 및 공급업,I,20221104,,
8607,6828602265,20221022,두잇컴**,강**,02-749-9979,,,"서울특별시 마포구 독막로 37 지하 1층, 5층 (합정동,대양빌딩)",,일반,중소기업,,71310,광고 대행업,I,20221104,,
8608,1058505910,20221022,오일**,최**,,,,서울 마포구 망원로 25 (망원동),,일반,중소기업,,68112,비주거용 건물 임대업,I,20221104,,
8609,2118702832,20221022,비브이**,장**,02-2039-1240,,,"서울 강남구 논현로140길 32 , 2,3층 (논현동)",,일반,중소기업,,62020,"컴퓨터시스템 통합 자문, 구축 및 관리업",I,20221104,,
8610,1138104234,20221022,대유**,이태희외***,02-716-0823,,,"서울 마포구 마포대로 20 12층 (마포동,다보빌딩)",,외감,중소기업,,20121,산업용 가스 제조업,I,20221104,,
8611,7568708892,20221022,컴*,조**,051-911-2022,,,"부산 사상구 대동로 303 712호 (감전동,부산디지털밸리아파트형공장)",,일반,중소기업,,46522,통신·방송장비 및 부품 도매업,I,20221104,,
8612,6458707396,20221022,펫**,심**,02-2038-0828,,,"서울특별시 영등포구 의사당대로 83 서울핀테크랩 4,5,6,8,17,19층 (여의도동,오투타워)",,일반,중소기업,,58222,응용 소프트웨어 개발 및 공급업,I,20221104,,
8613,4358101462,20221022,티솔글**,김**,070-4379-4224,,,"부산광역시 금정구 공단동로41번길 10 704호 (금사동,보림팩토피아)",,일반,중소기업,,26410,유선 통신장비 제조업,I,20221104,,
8614,1088103136,20221022,토*,장**,02-821-0166,,,서울특별시 동작구 상도로 284 5층 (상도1동),,일반,중소기업,,46000,도매 및 상품 중개업,I,20221104,,
8615,1998107773,20221022,삼우**,강**,070-4282-0575,,,경기 남양주시 진접읍 경복대로바람골길 42-121 2층 2호 (금곡리),,일반,중소기업,,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
8616,1058706336,20221022,한국출판***,이**,02-337-4411,,,"서울특별시 마포구 토정로 222, 3층 307호,308호 (신수동,한국출판콘텐츠센터)",,일반,중소기업,,63120,포털 및 기타 인터넷 정보 매개 서비스업,I,20221104,,
8617,2218709570,20221022,스태드***,이**,052-209-2326,,,울산 동구 진성6길 5 105호 (전하동),,일반,중소기업,,42321,일반 통신 공사업,I,20221104,,
8618,4688605061,20221022,엔*,서**,02-2687-1147,,,경기도 안양시 동안구 시민대로248번길 25 605호 606호 (관양동),,일반,중소기업,,47919,기타 통신 판매업,I,20221104,,
8619,5318601212,20221022,빌딩포인트***,강**,02-711-7530,,,서울 마포구 토정로14길 27 3층 (신정동),,일반,중소기업,,46593,정밀기기 및 과학기기 도매업,I,20221104,,
8620,3148602448,20221022,에이치아이네***,나**,042-823-8366,,,대전 유성구 은구비남로7번길 37 (지족동),,일반,중소기업,,42320,통신 공사업,I,20221104,,
8621,1538705173,20221022,우조엔터테***,박**,070-4205-9040,,,"서울특별시 마포구 월드컵로10길 37 3층 (서교동,서진빌딩)",,일반,중소기업,,47919,기타 통신 판매업,I,20221104,,
8622,7498807886,20221022,슈퍼스**,유**,02-338-8647,,,"서울특별시 영등포구 국제금융로 70 1201호 (여의도동,미원빌딩)",,일반,중소기업,,76320,컴퓨터 및 사무용 기계·장비 임대업,I,20221104,,
8623,1138604116,20221022,한빛안전***,조**,070-4895-1191,,,"서울특별시 금천구 가산디지털2로 70 1003호 (가산동,대륭테크노타운19차)",,일반,중소기업,,72129,기타 엔지니어링 서비스업,I,20221104,,
8624,1058601101,20221022,더피플***,차**,157--,,,"서울 마포구 신촌로12길 4 (동교동,더피플빌딩)",,외감,중소기업,,96921,장례식장 및 장의관련 서비스업,I,20221104,,
8625,8908805925,20221022,진우엔**,양**,064-757-5233,,,제주도 제주시 복지로5길 21 1층 (도남동),,일반,중소기업,,42321,일반 통신 공사업,I,20221104,,
8626,2748707733,20221022,현대일렉***,한**,02-6332-1737,,,"서울 마포구 마포대로 73 3층 307호 (도화동,에스케이허브그린)",,일반,중소기업,,46539,기타 산업용 기계 및 장비 도매업,I,20221104,,
8627,2118600445,20221022,슈**,임**,02-1588-4640,,,"서울 광진구 광나루로56길 85 사무동 9층 3호 및 4호, 19층 6호 및 14호 (구의동,테크노-마트21)",,일반,중소기업,,58221,시스템 소프트웨어 개발 및 공급업,I,20221104,,
8628,6158706117,20221022,비밸**,정**,02-333-9937,,,"서울특별시 마포구 월드컵북로 109 3층 (성산동,오리찌빌딩)",,일반,중소기업,,46443,화장품 및 화장용품 도매업,I,20221104,,
8629,2788603936,20221022,슈**,김**,070-7533-6089,,,"서울특별시 마포구 월드컵북로 396 601-2호, 905호 (상암동,누리꿈스퀘어연구개발타워)",,일반,중소기업,,58222,응용 소프트웨어 개발 및 공급업,I,20221104,,
8630,5878602511,20221022,에**,현**,070-7758-6660,,,"서울특별시 마포구 동교로23길 10 1층 (동교동,에이엠씨빌딩)",,일반,중소기업,,58210,게임 소프트웨어 개발 및 공급업,I,20221104,,
8631,2318609662,20221022,레지**,김**,02-799-3532,,,"서울특별시 마포구 월드컵북로 434 7층 (상암동,상암아이티타워)",,외감,중소기업,,33999,그 외 기타 달리 분류되지 않은 제품 제조업,I,20221104,,
8632,1058709563,20221022,사슴**,송*,02-322-5523,,,"서울 마포구 양화로 156 1917호 (동교동,LG팰리스빌딩)",,일반,중소기업,,52920,수상 운송지원 서비스업,I,20221104,,
8633,2068209956,20221022,어린이와작은도서***,백**,02-388-5933,,,서울 마포구 월드컵북로5가길 8-7 (서교동),,일반,기타(비영리법인),,94990,그 외 기타 협회 및 단체,I,20221104,,
8634,1058609455,20221022,프로라인로***,박**,02-338-0526,,,서울 마포구 월드컵로32길 11 302호 (성산동),,일반,중소기업,,52990,그 외 기타 운송관련 서비스업,I,20221104,,
8635,3508806519,20221022,제이에**,오**,053-423-1243,,,"인천광역시 서구 가정로223번길 28 상가 1동 202호 (석남동,인천석남금호어울림)",,일반,중소기업,,42321,일반 통신 공사업,I,20221104,,
8636,1848606185,20221022,슈퍼**,주**,,,,"서울특별시 구로구 디지털로33길 27 1309호 (구로동,삼성아이티밸리)",,일반,중소기업,,58212,모바일 게임 소프트웨어 개발 및 공급업,I,20221104,,
8637,7058800485,20221022,옴**,송**,070-8821-7058,,,"서울특별시 마포구 양화로 26 2층 207호 (합정동,케이씨씨엠파이어리버)",,일반,중소기업,,71310,광고 대행업,I,20221104,,
8638,1078603449,20221022,굿*,박**,02-580-6500,,,"서울특별시 서초구 반포대로 13 (서초동,아이티센빌딩)",,코넥스,중소기업,,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
8639,1118107596,20221022,디**,안**,032-583-8091,,,서울특별시 마포구 동교로25길 28 601호 (동교동),,일반,중소기업,,25934,톱 및 호환성공구 제조업,I,20221104,,
8640,1208605463,20221022,니트**,김**,02-557-5061,,,서울특별시 중구 명동길 65 11층 (명동1가),,일반,중소기업,,58222,응용 소프트웨어 개발 및 공급업,I,20221104,,
8641,2068604664,20221022,투윈이노***,김**,02-3409-5082,,,"서울특별시 성동구 아차산로11길 27 (성수동2가,윈스타워)",,일반,중소기업,,26295,전자감지장치 제조업,I,20221104,,
8642,4668808093,20221022,뉴라**,송**,,,,"경상남도 김해시 주촌면 소망길 88 205호 (농소리,메디컬실용화센터)",,일반,중소기업,,62010,컴퓨터 프로그래밍 서비스업,I,20221104,,
8643,5718700341,20221022,고**,임**,02-567-8972,,,"서울 마포구 독막로19길 26 1층, 2층 (상수동,씨코빌딩)",,외감,중소기업,,46329,기타 가공식품 도매업,I,20221104,,
8644,1058704578,20221022,와**,심**,02-334-4222,,,서울특별시 마포구 잔다리로3길 20 (서교동),,외감,중소기업,,58112,만화 출판업,I,20221104,,
8645,8798105864,20221022,유엠에**,설**,,,,"경기도 고양시 일산동구 백마로 195 10층 1006호 (장항동,일산방송컴플렉스방송관련시설)",,일반,중소기업,,59114,방송 프로그램 제작업,I,20221104,,
8646,2868800206,20221022,텐*,유**,02-6958-9448,,,"서울특별시 마포구 백범로 71 9층 (신수동,숨도빌딩)",,일반,중소기업,,85709,기타 교육 지원 서비스업,I,20221104,,
8647,1148607902,20221022,스마**,박**,070-7099-8090,,,"서울특별시 금천구 가산디지털2로 184 2층 218호 (가산동,벽산디지털밸리2차)",,일반,중소기업,,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
8648,2718805919,20221022,인**,심**,02-592-1794,,,"서울특별시 서초구 서운로 226 416호 (서초동,서초오피스텔)",,일반,중소기업,,26429,기타 무선 통신장비 제조업,I,20221104,,
8649,2208707264,20221022,프리**,김**,02-2135-7525,,,"서울 마포구 마포대로12길 34 2층 (공덕동,소담빌딩)",,일반,중소기업,,71530,경영 컨설팅 및 공공 관계 서비스업,I,20221104,,
8650,5038101871,20221022,하영이***,이**,053-564-3455,,,대구광역시 달서구 와룡로57길 11 3층 (죽전동),,일반,중소기업,,42320,통신 공사업,I,20221104,,
8651,1058707957,20221022,스튜디오헤***,노**,02-325-7193,,,서울특별시 마포구 양화로10길 20 (서교동),,일반,중소기업,,15120,"핸드백, 가방 및 기타 보호용 케이스 제조업",I,20221104,,
8652,8548603335,20221022,윤앤컴**,윤**,02-3152-8600,,,"서울특별시 강서구 화곡로68길 15 1009호 (등촌동,아벨테크노지식산업센터)",,일반,중소기업,,59114,방송 프로그램 제작업,I,20221104,,
8653,8088806555,20221022,희성**,박**,042-335-0530,,,대전광역시 서구 계백로1286번길 83 1층 (정림동),,일반,중소기업,,26410,유선 통신장비 제조업,I,20221104,,
8654,1308600034,20221022,난*,신**,02-2037-0500,,,"서울 마포구 잔다리로 32 3층 4층 (서교동,서문빌딩)",,외감,중소기업,,14192,"근무복, 작업복 및 유사의복 제조업",I,20221104,,
8655,1058608273,20221022,청양종***,구**,02-336-3300,,,"서울 마포구 양화로 100-10 4층 (서교동,다내리빌딩)",,일반,중소기업,,72120,엔지니어링 서비스업,I,20221104,,
8656,4728601283,20221022,한국다원***,윤**,02-325-3893,,,서울특별시 마포구 방울내로 83 (망원동),,외감,중소기업,,46329,기타 가공식품 도매업,I,20221104,,
8657,1058604164,20221022,아주컨***,문**,02-3307-5812,,,서울특별시 마포구 홍익로 25 (서교동),,외감,중견기업,,68112,비주거용 건물 임대업,I,20221104,,
8658,7968109315,20221022,피라인터***,이**,,,,"대구광역시 서구 국채보상로 136 C동 2층 203호 (중리동,티알)",,일반,중소기업,,47912,전자상거래 소매업,I,20221104,,
8659,1058705067,20221022,퍼시픽***,이**,02-704-1541,,,"서울특별시 마포구 마포대로 15 301호 (마포동,현대빌딩)",,외감,중소기업,,76110,자동차 임대업,I,20221104,,
8660,5998707060,20221022,정인아***,김**,02-704-1765,,,"서울 마포구 마포대로 12 13층 1302호 (마포동,한신오피스텔)",,일반,중소기업,,41111,단독 주택 건설업,I,20221104,,
8661,6278603960,20221022,한국마케팅미디***,이**,070-5014-0296,,,"서울 금천구 가산디지털1로 19 610호 (가산동,대륭테크노타운18차)",,일반,중소기업,,47919,기타 통신 판매업,I,20221104,,
8662,7808604553,20221022,신스타프***,신기철외***,02-336-5982,,,"서울특별시 영등포구 양산로 91 108,109,110,111,112호 (당산동3가,리드원센터 제에프비)",,일반,중소기업,,56111,한식 일반 음식점업,I,20221104,,
8663,2068601957,20221022,아이**,박**,070-4912-4483,,,"경기 하남시 초광산단서로 14 , 3,4층 (초이동)",,일반,중소기업,,38000,"폐기물 수집, 운반, 처리 및 원료 재생업",I,20221104,,
8664,1268607431,20221022,어드**,왕**,031-793-9401,,,경기도 광주시 초월읍 산수로 198-1 (선동리),,일반,중소기업,,47910,통신 판매업,I,20221104,,
8665,1058709000,20221022,현**,김**,02-3141-7277,,,"서울특별시 영등포구 양평로 157 801호 (양평동5가,선유도투웨니퍼스트밸리)",,일반,중소기업,,58113,일반 서적 출판업,I,20221104,,
8666,7258809100,20221022,맥가이버***,윤**,02-6959-9112,,,서울특별시 종로구 창경궁로33길 12 2층 (명륜2가),,일반,중소기업,,90191,공연 기획업,I,20221104,,
8667,1958602943,20221022,후후인터***,정**,070-7653-0617,,,"서울특별시 강남구 테헤란로114길 26 502호 (대치동,두원빌딩)",,일반,중소기업,,47312,통신기기 소매업,I,20221104,,
8668,1058703053,20221022,한국그린***,송**,02-715-0456,,,"서울특별시 마포구 토정로 259 1층,3층 (용강동)",,일반,중소기업,,46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",I,20221104,,
8669,1018604736,20221022,더클라**,양**,02-736-9007,,,서울 마포구 독막로 92-3 2층 (상수동),,일반,중소기업,,71310,광고 대행업,I,20221104,,
8670,6918704540,20221022,와이**,조**,010-3103-5119,,,"광주광역시 동구 금남로 193-22 5층 503호 (금남로4가,광주에이아이창업캠프)",,일반,중소기업,,71310,광고 대행업,I,20221104,,
8671,1108603190,20221022,오라클환경***,손**,070-4603-0098,,,"경기도 김포시 태장로 741 665호 (장기동,경동미르웰시티)",,일반,중소기업,,25999,그 외 기타 분류 안된 금속 가공제품 제조업,I,20221104,,
8672,6108609096,20221022,현서**,정*,062-262-0211,,,광주광역시 북구 두리봉길6번길 6 (두암동),,일반,중소기업,,42311,일반전기 공사업,I,20221104,,
8673,1218602953,20221022,에코**,장**,02-701-2337,,,"서울특별시 마포구 만리재옛길 1, 3층 (공덕동)",,일반,중소기업,,29299,그 외 기타 특수목적용 기계 제조업,I,20221104,,
8674,2118809807,20221022,투어게**,조**,02-543-2366,,,"서울특별시 마포구 마포대로 127 620호 (공덕동,풍림브이아이피빌딩)",,일반,중소기업,,75210,여행사업,I,20221104,,
8675,2118600520,20221022,디지털에***,여**,02-701-5973,,,"서울특별시 마포구 동교로41길 18 2층, 3층 (연남동)",,일반,중소기업,,59113,광고 영화 및 비디오물 제작업,I,20221104,,
8676,6188605194,20221022,아일**,박**,02-6105-6392,,,"서울 중구 청계천로 100 3층 (수표동,시그니쳐타워)",,일반,중소기업,,62010,컴퓨터 프로그래밍 서비스업,I,20221104,,
8677,5168805219,20221022,봄*,오*,02-323-7660,,,"서울특별시 성동구 광나루로 176 4층,5층 (성수동1가,밤부빌딩)",,일반,중소기업,,71310,광고 대행업,I,20221104,,
8678,1068607319,20221022,베스트케***,김**,02-2624-2551,,,"서울 금천구 범안로 1130 502호 (가산동,가산디지털엠파이어)",,일반,중소기업,,62020,"컴퓨터시스템 통합 자문, 구축 및 관리업",I,20221104,,
8679,1018606703,20221022,에포크미디어***,정**,02-732-8608,,,"서울 마포구 마포대로 109 N동 34층 3403호 (공덕동,롯데캐슬프레지던트)",,일반,중소기업,,59120,"영화, 비디오물 및 방송 프로그램 제작 관련 서비스업",I,20221104,,
8680,6088106001,20221022,아이**,정**,055-255-7874,,,경남 창원시 마산회원구 팔용로 102 (합성동),,일반,중소기업,,42321,일반 통신 공사업,I,20221104,,
8681,8458609427,20221022,올보**,오**,845--,,,"서울 마포구 성암로 330 316-2호 (상암동,디엠씨첨단산업센터)",,일반,중소기업,,59201,음악 및 기타 오디오물 출판업,I,20221104,,
8682,4618804357,20221022,오**,고**,02-6205-0110,,,"서울특별시 마포구 연희로 11 4층 (동교동,한국특허정보원빌딩)",,일반,중소기업,,63991,데이터베이스 및 온라인정보 제공업,I,20221104,,
8683,1058200137,20221022,홍익대학교산학***,정**,02-201-1423,,,서울 마포구 와우산로 94 (상수동),,일반,기타(비영리법인),,94990,그 외 기타 협회 및 단체,I,20221104,,
8684,5678100335,20221022,팡*,이**,070-4350-1890,,,"서울 마포구 잔다리로 25 5층 (서교동,우신빌딩)",,일반,중소기업,,27199,그 외 기타 의료용 기기 제조업,I,20221104,,
8685,1058106723,20221022,프라임글로벌네***,성**,02-338-9425,,,"서울 마포구 매봉산로 45 11층 (상암동,KBS미디어센터)",,일반,중소기업,,52992,"화물운송 중개, 대리 및 관련 서비스업",I,20221104,,
8686,1078703638,20221022,더스**,방**,070-7526-0930,,,"인천광역시 계양구 계양대로16번길 91 1층, 3층 (작전동)",,일반,중소기업,,26410,유선 통신장비 제조업,I,20221104,,
8687,4118804329,20221022,기프트**,유**,010-4870-2073,,,경기도 양주시 화합로1745번길 5 (회암동),,일반,중소기업,,47919,기타 통신 판매업,I,20221104,,
